name,point,type
上海理工大学中英国际学院第三男生宿舍,"[[121.4563901401929, 31.213036664810232]]",1.0
华教大厦,"[[121.4860872596194, 31.213070144771436]]",1.0
兴顺北里一衖,"[[121.45402494029881, 31.213122300054195]]",1.0
巴士物业小区,"[[121.46973947969337, 31.213131029773272]]",1.0
淡水湾花园,"[[121.47002009964802, 31.213151549604355]]",1.0
永盛里,"[[121.45479659998324, 31.213163700344502]]",1.0
明园世纪城,"[[121.45413527991937, 31.213172519995823]]",1.0
银南大厦,"[[121.48115489997876, 31.21329618037447]]",1.0
淡水湾花园（二期）,"[[121.47120270004464, 31.21338361516179]]",1.0
外滩公馆,"[[121.49840250017527, 31.21366585479541]]",1.0
黄浦逸城,"[[121.48329689983208, 31.21368300037024]]",1.0
秀水苑一号楼,"[[121.49781083979849, 31.213724219896875]]",1.0
东方苑,"[[121.48387992042211, 31.21373479502485]]",1.0
上海理工大学中英国际学院第一男生宿舍,"[[121.45584906038587, 31.213815435434043]]",1.0
重建小区,"[[121.46733432022276, 31.2138463945955]]",1.0
阳光公寓,"[[121.49599265973349, 31.213929599871143]]",1.0
秀水苑,"[[121.49757179999861, 31.2139338302821]]",1.0
上海理工大学中英国际学院第二女生宿舍,"[[121.45631004027624, 31.21396618519134]]",1.0
上海理工大学中英国际学院第五男生宿舍,"[[121.45536792039331, 31.214114415048265]]",1.0
陆家浜大楼,"[[121.4810582399459, 31.214117159779192]]",1.0
阳光翠竹苑,"[[121.49373869968139, 31.2141841646675]]",1.0
金南新苑,"[[121.4957628002131, 31.214269665013056]]",1.0
林荫大楼,"[[121.48207380026574, 31.21429040967469]]",1.0
普育小区,"[[121.48879571994652, 31.21429994968294]]",1.0
金日世家,"[[121.49119097968001, 31.214336984664158]]",1.0
淡水公寓,"[[121.46973965955775, 31.21434062961641]]",1.0
阳光里,"[[121.49613575985742, 31.214370780287346]]",1.0
大林大楼,"[[121.48091873980806, 31.21438720460587]]",1.0
雅庐苑,"[[121.48063758026024, 31.214426444724758]]",1.0
