name,point,type
万源城逸郡,"[[121.38972515958845, 31.148563094611198]]",1.0
樱花园西块,"[[121.40822682031157, 31.148807534839968]]",1.0
南站阳光小区,"[[121.42327265980543, 31.148920575124478]]",1.0
康健丽都,"[[121.39972451997073, 31.14913396536027]]",1.0
汇京佳丽园,"[[121.42472417997703, 31.149181710367685]]",1.0
东樱花园,"[[121.40836686004268, 31.149247410339726]]",1.0
万源城御溪,"[[121.3876472400282, 31.14934456499978]]",1.0
迎春园,"[[121.41365237985349, 31.14942192018559]]",1.0
麦克花园,"[[121.42441385991175, 31.14943128032936]]",1.0
老沪闵路439弄小区,"[[121.42288223982356, 31.149469934989547]]",1.0
金塘小区,"[[121.42210121999538, 31.150258830180938]]",1.0
华东花苑,"[[121.4291687401453, 31.150325024780074]]",1.0
樟树苑,"[[121.446162000376, 31.15050263998493]]",1.0
花苑村桂花园,"[[121.41094949981957, 31.15052896493986]]",1.0
东荡小区,"[[121.4225816396311, 31.150669004670867]]",1.0
花苑村梅花园,"[[121.41079919972336, 31.150788660368484]]",1.0
海上华庭,"[[121.41258120006239, 31.150910159676165]]",1.0
罗城小区,"[[121.43028132022678, 31.150986840370408]]",1.0
康佳苑,"[[121.42667592015763, 31.151052359578777]]",1.0
汇达苑,"[[121.43301678000051, 31.151331314888296]]",1.0
百合花苑3号楼,"[[121.40860680006378, 31.151346480156]]",1.0
万源城C街坊,"[[121.38853626034015, 31.151662740243275]]",1.0
万源城朗郡,"[[121.38904565972949, 31.1517222303967]]",1.0
梅花园,"[[121.40913725977681, 31.151816640325734]]",1.0
正南花苑,"[[121.42682604038951, 31.151822084821433]]",1.0
月季园,"[[121.40681706015923, 31.15190641514895]]",1.0
紫藤苑,"[[121.40731655981145, 31.151915955157293]]",1.0
东苑古龙城古龙尚居,"[[121.39518923979168, 31.15197666029465]]",1.0
新时代景庭,"[[121.39622819957185, 31.1519857497426]]",1.0
梅花园3号楼,"[[121.40866673987821, 31.15204614011735]]",1.0
恒龙苑,"[[121.43268684032546, 31.152390795398993]]",1.0
百合花苑2号楼,"[[121.40812619966448, 31.152595365084096]]",1.0
中星虹漕公寓,"[[121.41154979998336, 31.152758219716098]]",1.0
东苑怡景园,"[[121.39320131988504, 31.1527980452936]]",1.0
桂林西街101弄,"[[121.41376200001639, 31.15303002001943]]",1.0
蔚蓝城市花园,"[[121.3998942598123, 31.15305202463125]]",1.0
百合花苑1号楼,"[[121.4077561196493, 31.15317496465297]]",1.0
百合花苑,"[[121.40744634007665, 31.153265235002657]]",1.0
东苑古龙城,"[[121.39940483976159, 31.15328233471204]]",1.0
寿祥坊,"[[121.41459288005743, 31.15331059500801]]",1.0
紫薇园,"[[121.40622755995403, 31.153606155399814]]",1.0
花苑村茶花园,"[[121.40935740032384, 31.15372581019797]]",1.0
寿益坊,"[[121.41301121989191, 31.15379893497292]]",1.0
寿昌坊,"[[121.41642473971001, 31.15383187534077]]",1.0
金牛苑小区,"[[121.43121480032286, 31.15386841479561]]",1.0
花苑村紫竹园,"[[121.40971757970262, 31.15407590997532]]",1.0
康兴花园,"[[121.41571392006145, 31.154151104989623]]",1.0
牡丹园,"[[121.40625761979337, 31.154175855231564]]",1.0
长峰小区,"[[121.45077323999308, 31.154700195058055]]",1.0
滨江小区,"[[121.45110390002506, 31.15470073465123]]",1.0
寿山坊,"[[121.41740556011862, 31.154962094724986]]",1.0
平南三四村,"[[121.38752717963564, 31.15520198978001]]",1.0
寿德坊,"[[121.41730547996397, 31.155251849992943]]",1.0
叠加苑,"[[121.44779784019818, 31.155275385250867]]",1.0
康健星辰,"[[121.41389196014589, 31.15531885488125]]",1.0
龙南五村,"[[121.44927078042228, 31.1554877853331]]",1.0
玫瑰园,"[[121.40532846004041, 31.155556050171683]]",1.0
康兴花园（东门）,"[[121.41513324040686, 31.15564973974378]]",1.0
绿邑新苑,"[[121.44813875969615, 31.155695955004376]]",1.0
易通公寓,"[[121.44040379959571, 31.155883380014025]]",1.0
挹翠苑,"[[121.4407544398656, 31.155893955141906]]",1.0
平南一二村,"[[121.39158294040048, 31.155918074959253]]",1.0
长丰坊,"[[121.41198972044937, 31.1561467203949]]",1.0
东泉佳苑,"[[121.44033378017994, 31.15615324497631]]",1.0
海上名邸二期,"[[121.41884699978928, 31.156222679832844]]",1.0
龙南公寓,"[[121.45211675968076, 31.156352415131877]]",1.0
长青坊,"[[121.41230003961519, 31.156376894678004]]",1.0
龙华花园,"[[121.44521357984287, 31.156811189884557]]",1.0
龙南三·四村,"[[121.45082454002059, 31.156880309978384]]",1.0
和嘉公寓,"[[121.38888581962496, 31.156979939572558]]",1.0
龙南六村西区,"[[121.44718764029744, 31.157194409894146]]",1.0
康强坊,"[[121.42072890041848, 31.157293724725704]]",1.0
华梅花苑,"[[121.4003636996251, 31.157539514836813]]",1.0
东泉小区（西块）,"[[121.43978352009347, 31.15763239501903]]",1.0
长兴坊,"[[121.41163926004387, 31.157635590310257]]",1.0
东泉小区（东块）,"[[121.44003390034422, 31.157712809698474]]",1.0
长虹坊,"[[121.41270036023354, 31.15777644033053]]",1.0
长顺坊,"[[121.41373139968434, 31.15777733965257]]",1.0
悦兴苑,"[[121.45035419998639, 31.157789580324867]]",1.0
古美小区,"[[121.39584839968396, 31.157963324847636]]",1.0
杜鹃园,"[[121.40802557991665, 31.158192419944307]]",1.0
